Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,is high demand (product.metafields.custom.is_high_demand),is hot right now (product.metafields.custom.is_hot_right_now),is selling fast (product.metafields.custom.is_selling_fast),Product Video URL (product.metafields.custom.product_video_url),Accessory size (product.metafields.shopify.accessory-size),Age group (product.metafields.shopify.age-group),Allergen information (product.metafields.shopify.allergen-information),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Bag type (product.metafields.shopify.bag-type),Boot style (product.metafields.shopify.boot-style),Caffeine content (product.metafields.shopify.caffeine-content),Carry options (product.metafields.shopify.carry-options),Closure type (product.metafields.shopify.closure-type),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Features (product.metafields.shopify.features),Fit type (product.metafields.shopify.fit-type),Flavor (product.metafields.shopify.flavor),Flour/Grain type (product.metafields.shopify.flour-grain-type),Gear material (product.metafields.shopify.gear-material),Handwear material (product.metafields.shopify.handwear-material),Heel height type (product.metafields.shopify.heel-height-type),Item condition (product.metafields.shopify.item-condition),Item material (product.metafields.shopify.item-material),Light source (product.metafields.shopify.light-source),Lighting features (product.metafields.shopify.lighting-features),Manufacturer type (product.metafields.shopify.manufacturer-type),Material (product.metafields.shopify.material),Motorcycle glove purpose (product.metafields.shopify.motorcycle-glove-purpose),Neckline (product.metafields.shopify.neckline),Occasion style (product.metafields.shopify.occasion-style),Outerwear clothing features (product.metafields.shopify.outerwear-clothing-features),Protective gear features (product.metafields.shopify.protective-gear-features),Rack type (product.metafields.shopify.rack-type),Shoe features (product.metafields.shopify.shoe-features),Shoe size (product.metafields.shopify.shoe-size),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Toe style (product.metafields.shopify.toe-style),Vehicle exhaust type (product.metafields.shopify.vehicle-exhaust-type),Vehicle frame/body features (product.metafields.shopify.vehicle-frame-body-features),Vehicle type (product.metafields.shopify.vehicle-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
gsadv-signal-light-protector-for-bmw-r1300-gs-gsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/GSADVSIGNALLIGHTPROTECTORFORBMWR1300GSGSA2.webp?v=1783409507,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gsadv-skid-plate-for-bmw-r1300-gs-a,GSADV SKID PLATE FOR BMW R1300 GS/A,"<h1 data-start=""98"" data-end=""141""><strong data-start=""100"" data-end=""139"">GSADV Skid Plate – BMW R1300 GS/GSA</strong></h1>
<p data-start=""143"" data-end=""384"">Protect your BMW R1300 GS/GSA with the<span> </span><strong data-start=""182"" data-end=""202"">GSADV Skid Plate</strong>, designed to safeguard your bike’s engine and lower frame from impacts, rocks, and rough terrain. Built for adventure riders who demand durability and peace of mind on every ride.</p>
<h2 data-start=""386"" data-end=""411""><strong data-start=""389"" data-end=""409"">Product Overview</strong></h2>
<p data-start=""412"" data-end=""685"">The GSADV Skid Plate offers high-strength protection without compromising ground clearance or riding performance. Made from premium, impact-resistant materials, it is engineered to withstand off-road challenges while maintaining a precise fit for BMW R1300 GS/GSA models.</p>
<h2 data-start=""687"" data-end=""706""><strong data-start=""690"" data-end=""706"">Key Features</strong></h2>
<ul data-start=""707"" data-end=""1303"">
<li data-start=""707"" data-end=""822"">
<p data-start=""709"" data-end=""822""><strong data-start=""709"" data-end=""734"">Heavy-Duty Protection</strong><br data-start=""734"" data-end=""737"">Shields your engine, sump, and lower frame from rocks, debris, and rough terrain.</p>
</li>
<li data-start=""824"" data-end=""964"">
<p data-start=""826"" data-end=""964""><strong data-start=""826"" data-end=""850"">Durable Construction</strong><br data-start=""850"" data-end=""853"">Made from high-quality steel or reinforced aluminum (specify material if needed) for long-lasting strength.</p>
</li>
<li data-start=""966"" data-end=""1066"">
<p data-start=""968"" data-end=""1066""><strong data-start=""968"" data-end=""985"">Precision Fit</strong><br data-start=""985"" data-end=""988"">Designed specifically for BMW R1300 GS/GSA for plug-and-play installation.</p>
</li>
<li data-start=""1068"" data-end=""1183"">
<p data-start=""1070"" data-end=""1183""><strong data-start=""1070"" data-end=""1096"">Adventure-Ready Design</strong><br data-start=""1096"" data-end=""1099"">Maintains optimal ground clearance and complements the bike’s rugged appearance.</p>
</li>
<li data-start=""1185"" data-end=""1303"">
<p data-start=""1187"" data-end=""1303""><strong data-start=""1187"" data-end=""1208"">Easy Installation</strong><br data-start=""1208"" data-end=""1211"">All mounting points are designed for straightforward installation without modifications.</p>
</li>
</ul>
<h2 data-start=""1305"" data-end=""1325""><strong data-start=""1308"" data-end=""1325"">Compatibility</strong></h2>
<ul data-start=""1326"" data-end=""1364"">
<li data-start=""1326"" data-end=""1344"">
<p data-start=""1328"" data-end=""1344"">✔ BMW R1300 GS</p>
</li>
<li data-start=""1345"" data-end=""1364"">
<p data-start=""1347"" data-end=""1364"">✔ BMW R1300 GSA</p>
</li>
</ul>
<h2 data-start=""1366"" data-end=""1389""><strong data-start=""1369"" data-end=""1389"">Package Includes</strong></h2>
<ul data-start=""1390"" data-end=""1436"">
<li data-start=""1390"" data-end=""1414"">
<p data-start=""1392"" data-end=""1414"">1 × GSADV Skid Plate</p>
</li>
<li data-start=""1415"" data-end=""1436"">
<p data-start=""1417"" data-end=""1436"">Mounting hardware</p>
</li>
</ul>",GSADV,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Frame & Body Parts,PARTS AND ACCESSORIES,"",true,Title,Default Title,,,,,,,,GSADV-R13GS-SPL-BK,0.0,shopify,1,deny,manual,12200.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/GSADVSKIDPLATEFORBMWR1300GSA1.webp?v=1783408905,1,"",false,,,,,,,,,,,,,,,,,,black,,,direct,,,,,,new,metal,,,aftermarket,,,,,,,,,,,,,,,,motorcycle,,,,,,kg,,,active
gsadv-skid-plate-for-bmw-r1300-gs-a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/GSADVSKIDPLATEFORBMWR1300GSA.webp?v=1783408905,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wunderlich-passenger-splash-guard-for-bmw-r1300-gs-a,WUNDERLICH PASSENGER SPLASH GUARD FOR BMW R1300 GS/A,"<div class=""product-detail-description-text"" itemprop=""description"">
<h2 class=""product-detail-description-custom-font-size"">Wunderlich Passenger splash guard – Effective Protection for Passenger and Machine</h2>
<p><strong>Function and Product Features</strong></p>
<ul>
<li>The passenger splash guard close the side openings of the frame tail in the area of the passenger footrests, right and left</li>
<li>Optimal fit with narrow gap dimensions</li>
<li>Effectively protects the passenger from splashed water, spray, road dirt, and stone chips thrown up by the rear wheel</li>
<li>Reduces machine contamination</li>
<li>Functional integral design with a harmonious, subtle appearance – also thanks to the textured coating</li>
<li>Easy, secure installation on existing mounting points</li>
<li>Complete set including mounting kit</li>
</ul>
<p><strong>Technical Data</strong></p>
<ul>
<li>
<strong>Material</strong>
<ul>
<li>Aluminium, high-quality and precisely processed, finished and coated with black matt powder in a textured finish</li>
</ul>
</li>
<li>
<strong>Dimensions</strong>
<ul>
<li>Material thickness 2 mm</li>
</ul>
</li>
<li>
<strong>Colour</strong>
<ul>
<li>Black, matt textured coated</li>
</ul>
</li>
</ul>
<p><strong>Your Wunderlich Advantages</strong></p>
<ul>
<li>Made by Wunderlich</li>
<li>Made in Germany</li>
<li>Wunderlich 60/5
<ul>
<li>60 days return policy.</li>
<li>Plus 5 years warranty.</li>
</ul>
</li>
</ul>
<h2 class=""product-detail-description-custom-font-size"">Wunderlich Passenger splash guard – functionally integrated, subtle design</h2>
<p>The two passenger splash guards for the right and left side are tailor-made. They close the two side openings of the frame tail precisely in the area of the passenger footrests. Dirt, stone chips, splashed water, or spray thrown up by the rear wheel are effectively captured or internally diverted before reaching the passenger. At the same time, machine contamination is noticeably reduced. The dynamically designed cutout remains discreet and, in combination with the textured coating on the motorcycle, appears unobtrusive and harmonious.</p>
</div>
<div class=""product-detail-properties"">
<div class=""row product-detail-properties-container"">
<div class=""col-md-10 col-lg-6"">
<table class=""table table-striped product-detail-properties-table"">
<tbody>
<tr class=""properties-row"">
<th class=""properties-label"">Model:</th>
<td class=""properties-value""><span>R 1300 GS</span></td>
</tr>
<tr class=""properties-row"">
<th class=""properties-label"">Product type:</th>
<td class=""properties-value""><span>Bike protection</span></td>
</tr>
<tr class=""properties-row"">
<th class=""properties-label"">Color:</th>
<td class=""properties-value""><span>black</span></td>
</tr>
</tbody>
</table>
</div>
</div>
</div>",WUNDERLICH,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Frame & Body Parts,PARTS AND ACCESSORIES,"",true,Title,Default Title,,,,,,,,13002-002,0.0,shopify,1,deny,manual,7900.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/WUNDERLICHPASSENGERSPLASHGUARD3.jpg?v=1783074231,1,"",false,,,,,,,,,,,,,,,,,,black,,,custom,,,,,,new,aluminum,,,aftermarket,,,,,,,,,,,,,,,painted,motorcycle,,,,,,kg,,,active
wunderlich-passenger-splash-guard-for-bmw-r1300-gs-a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/WUNDERLICHPASSENGERSPLASHGUARD2.jpg?v=1783074231,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wunderlich-passenger-splash-guard-for-bmw-r1300-gs-a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/WUNDERLICHPASSENGERSPLASHGUARD1.jpg?v=1783074231,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wunderlich-passenger-splash-guard-for-bmw-r1300-gs-a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/WUNDERLICHPASSENGERSPLASHGUARD7.jpg?v=1783074231,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wunderlich-passenger-splash-guard-for-bmw-r1300-gs-a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/WUNDERLICHPASSENGERSPLASHGUARD5.jpg?v=1783074231,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wunderlich-passenger-splash-guard-for-bmw-r1300-gs-a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/WUNDERLICHPASSENGERSPLASHGUARD4.jpg?v=1783074231,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wunderlich-handle-bar-ergo-riser,WUNDERLICH HANDLE BAR ERGO RISER,"<div class=""product-detail-description-text"" itemprop=""description"">
<h2 class=""product-detail-description-custom-font-size"">Wunderlich Handlebar Riser ERGO+ – relaxed riding, thanks to perfect handlebar ergonomics and visibility</h2>
<p><strong>Function and Product Features</strong></p>
<ul>
<li>Increases the handlebar height by approximately 38 mm and brings it 27 mm closer to the rider</li>
<li>Relaxed, upright seating position for fatigue-free riding</li>
<li>Noticeable increase in comfort by relieving the entire musculoskeletal system</li>
<li>Better handling combined with improved visibility and control</li>
<li>More direct riding feel</li>
<li>Enhances passive safety</li>
<li>The tilt options of the handlebars remain fully intact, allowing the seating position to be optimally adjusted to individual needs for a noticeable improvement</li>
<li>The ERGO+ Handlebar Riser consists of precision die-cast parts made from high-strength aluminium, delivering convincing aesthetics</li>
<li>The surface texture and colour match those of the upper fork bridge and clamps</li>
<li>Silver anodized</li>
<li>With ABE (General Operating Permit)</li>
<li>Includes mounting kit</li>
</ul>
<p><strong>Technical Data</strong></p>
<ul>
<li>
<strong>Material</strong>
<ul>
<li>High-strength aluminium, manufactured using precision casting, silver anodised</li>
</ul>
</li>
<li>
<strong>Dimensions</strong>
<ul>
<li>Height increase: 38 mm</li>
<li>Shift towards the rider: 27 mm</li>
</ul>
</li>
<li>
<strong>Colour</strong>
<ul>
<li>Silver</li>
</ul>
</li>
</ul>
<p><strong>Your Wunderlich Advantages</strong></p>
<ul>
<li>Wunderlich Product. Small series. Handmade.</li>
<li>Wunderlich Design. Functional and integrated.</li>
<li>Made in Germany</li>
<li>With ABE (General Operating Permit)</li>
<li>Wunderlich 60/5
<ul>
<li>60 days return policy.</li>
<li>Plus 5 years warranty.</li>
</ul>
</li>
</ul>
<h2 class=""product-detail-description-custom-font-size"">Wunderlich Handlebar Riser ERGO+ combines raising the handlebars with offsetting the handlebar base closer to the rider</h2>
<p>The handlebar riser specially designed by our developers combines an increase in handlebar height with the simultaneous shifting of the handlebar base towards the rider. The ergonomic effects are considerable, providing relaxation to the entire back muscles and arms while simultaneously relieving the spine, pelvis, and coccyx. This significantly improves touring suitability and comfort. Relaxed riding also contributes to increased passive safety, just like the improved visibility of traffic conditions resulting from the more upright seating position.</p>
<p>The ERGO+ Handlebar Riser is elaborately manufactured precision die-cast parts made from high-strength aluminium, ensuring convincing aesthetics that stand out. The surface texture and colour match those of the upper fork bridge and clamps. We've also placed great emphasis on the design, ensuring that the upper fork bridge, handlebar risers, and handlebars appear seamless.</p>
</div>
<div class=""product-detail-properties"">
<div class=""row product-detail-properties-container"">
<div class=""col-md-10 col-lg-6"">
<table class=""table table-striped product-detail-properties-table"">
<tbody>
<tr class=""properties-row"">
<th class=""properties-label"">Model:</th>
<td class=""properties-value"">
<span>R 1300 GS</span><span>, R 1300 GS Adventure</span><span>, R 1300 RT</span>
</td>
</tr>
<tr class=""properties-row"">
<th class=""properties-label"">Product type:</th>
<td class=""properties-value""><span>Ergonomics</span></td>
</tr>
<tr class=""properties-row"">
<th class=""properties-label"">Color:</th>
<td class=""properties-value""><span>silver</span></td>
</tr>
</tbody>
</table>
</div>
</div>
</div>",WUNDERLICH,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Controls,PARTS AND ACCESSORIES,"",true,Title,Default Title,,,,,,,,13300-000,0.0,shopify,1,deny,manual,9800.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/WUNDERLICHHANDLEBARERGORISER2_63262f5f-b400-4a37-87c6-4995093073f8.jpg?v=1783073512,1,"",false,,,,,,,,,,,,,,,,,,silver,,,,,,,,,new,aluminum,,,genuine,,,,,,,,,,,,,,,,,,,,,,kg,,,active
wunderlich-handle-bar-ergo-riser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/WUNDERLICHHANDLEBARERGORISER1_10187bfa-891c-4044-b650-d63eb4cbd985.jpg?v=1783073512,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wunderlich-handle-bar-ergo-riser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/WUNDERLICHHANDLEBARERGORISER_a9488259-08d6-47f3-a083-21d4843d5a22.jpg?v=1783073512,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wunderlich-handle-bar-ergo-riser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/WUNDERLICHHANDLEBARERGORISER6_7fc12d02-8049-4ca1-83cb-2a8824652ef0.jpg?v=1783073512,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wunderlich-handle-bar-ergo-riser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/WUNDERLICHHANDLEBARERGORISER4_6d871ad0-5d19-4ef2-830c-9277e369693f.jpg?v=1783073512,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wunderlich-handle-bar-ergo-riser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/WUNDERLICHHANDLEBARERGORISER3_7ae4ec67-9cd6-417b-8cef-1161e2be099a.jpg?v=1783073512,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wunderlich-side-bag-x-bag-32-liters-set,WUNDERLICH SIDE BAG X BAG 32 LITERS SET,"<div class=""product-detail-description-text"" itemprop=""description"">
<h2 class=""product-detail-description-custom-font-size"">Rough`n`tough: These robust Wunderlich X-BAGs are off-road capable and thus predestined for adventure touring beyond paved roads</h2>
<p><strong>Function and Product Features</strong></p>
<ul>
<li>Rough`n`tough: These robust Wunderlich X-BAGs are off-road capable and thus predestined for adventure rides</li>
<li>Set of two lockable soft bags for right and left with a total storage volume of 64 litres</li>
<li>Despite the possible load of 10 kilograms per side - a total of 20 kilograms - the X-BAGs score with low weight</li>
<li>The solid plastic back wall of the X-BAGs can be securely hooked and locked into the tubular frame of the X-Rack carrier</li>
<li>MOLLE system for easy attachment of other suitable bags or luggage</li>
<li>The bag also contains eight reinforced attachment points for attaching additional luggage accessories</li>
<li>The high-quality fabric used is wear and abrasion resistant - a particular advantage when you have to make your way through brushwood in tight off-road passages, just like the narrow design</li>
<li>Waterproof thanks to roll closure - which also allows the size of the bag to be adjusted</li>
<li>Waterproof when using the waterproof inner bag - which can also be used to take the contents to the hotel room when the soft bags are to remain on the motorcycle</li>
<li>Reflective elements contribute to passive safety in the dark and rain and improve visibility for other road users</li>
<li>With six DURAFLEX buckles each, the bag size can be adjusted to the contents - this prevents fluttering and increases driving stability</li>
<li>No loose strap ends: Special safety closures prevent loose strap ends from fluttering</li>
<li>Padded carrying handle</li>
<li>Robust reinforced seams</li>
<li>Reinforced bag bottom to protect the contents</li>
<li>Supplied accessories:
<ul>
<li>Waterproof inner bag,</li>
<li>Bottle holder/strap</li>
<li>Waterproof outer pocket for attachment to the Molle system of the X-BAG</li>
</ul>
</li>
<li>Compatible with Wunderlich luggage carriers
<ul>
<li>X-Rack and</li>
<li>X-Rack light</li>
</ul>
</li>
<li>With ""Double Locking System"" doubly secure: The bag is firmly locked to the carrier by the locking system and cannot be removed by unauthorised persons - at the same time the locking system prevents access to the contents of the bag</li>
<li>With Wunderlich brand logo</li>
</ul>
<p><strong>Note</strong><br>The X-BAGs come with locks as standard for theft protection.<br>We offer optional* codeable locks that allow the soft bags to be coded alike to the vehicle key. This means there is no need to carry an additional key. Please order separately: #30164-100.<br><small>*except Harley-Davidson Pan America models</small></p>
<p><strong>Technical Data</strong></p>
<ul>
<li>
<strong>Material/Fabric</strong>
<ul>
<li>X-BAG - Robust, durable, wear and abrasion resistant meets Reach and Öko-Tex Standard 100, water repellent and UV stable</li>
<li>Back wall, solid, plastic (wheel side)</li>
<li>Inner bag and additional outer bag waterproof</li>
<li>Processing: Reinforced seams for long durability</li>
</ul>
</li>
<li>
<strong>Dimensions</strong>
<ul>
<li>Width 40 cm</li>
<li>Height 38 cm</li>
<li>Depth 25 cm</li>
</ul>
</li>
<li>
<strong>Volume</strong>
<ul>
<li>32 litres per side - total 64 litres</li>
</ul>
</li>
<li>
<strong>Maximum load</strong>
<ul>
<li>Each 10 kg</li>
</ul>
</li>
<li>
<strong>Colour</strong>
<ul>
<li>Black</li>
</ul>
</li>
</ul>
<p><strong>Your Wunderlich Advantages</strong></p>
<ul>
<li>Made by Wunderlich</li>
<li>Riding 365</li>
<li>Wunderlich 60/5</li>
<li>60 days return policy.</li>
<li>Plus 5 years warranty.</li>
</ul>
<h2 class=""product-detail-description-custom-font-size"">Wunderlich X-BAGs – impressive 64 litres of storage volume and 20 kg load capacity – still narrow, robust and durable when it comes to the brushwood</h2>
<p>Rough`n`tough: This set of robust Wunderlich X-BAGs is absolutely off-road capable and thus predestined for any adventure touring even beyond paved roads.</p>
<p>They help keep the bike narrow. This is just as advantageous as the high-quality, wear and abrasion-resistant fabric used when making your way through brushwood in the terrain. Despite the low weight, the lockable X-BAG soft bags score with an impressive 64 litres of storage volume and a whopping 20 kilograms of load capacity. The solid plastic back wall of the X-BAGs can be securely hooked and locked into the tubular frame of the X-Rack carrier. The MOLLE system and the eight additional reinforced attachment points serve for easy attachment of other suitable bags or luggage. The bags are already waterproof thanks to the excellent fabric and the proven roll closure. The inner bags make them fully waterproof if required. Reflective elements ensure good visibility and safety in the dark and rain.</p>
<p>For driving stability, the X-BAGs are equipped with six DURAFLEX buckles each to fix the bag size to the contents and special safety fasteners for the loose strap ends - this prevents fluttering and increases driving stability. Robust reinforced seams, the reinforced bottom of the bag to protect the contents and the padded carrying handle are features that contribute to perfection in detail.</p>
<p>In addition to the waterproof outer pocket and the inner pocket, a bottle holder is included in the scope of delivery.</p>
<p>The X-BAGs can be easily attached and locked to the Wunderlich luggage carriers X-Rack and X-Rack light. Doubly secure with the Double Locking System: The bag is firmly locked to the carrier so that it cannot be removed by unauthorised persons - at the same time the lock prevents access to the contents of the bag.</p>
</div>
<div class=""product-detail-properties"">
<div class=""row product-detail-properties-container"">
<div class=""col-md-10 col-lg-6"">
<table class=""table table-striped product-detail-properties-table"">
<tbody>
<tr class=""properties-row"">
<th class=""properties-label"">Model:</th>
<td class=""properties-value"">
<span>DS900X</span><span>, DesertX</span><span>, DesertX Discovery</span><span>, DesertX Rally</span><span>, F 750 GS</span><span>, F 800 GS (2023 -)</span><span>, F 850 GS</span><span>, F 850 GS Adventure</span><span>, F 900 GS</span><span>, F 900 GS Adventure</span><span>, Pan America 1250</span><span>, Pan America 1250 ST</span><span>, Pan America 1250 Special</span><span>, Pan America CVO</span><span>, R 1200 GS LC</span><span>, R 1200 GS LC Adventure</span><span>, R 1250 GS</span><span>, R 1250 GS Adventure</span><span>, R 1300 GS</span><span>, R 1300 GS Adventure</span>
</td>
</tr>
<tr class=""properties-row"">
<th class=""properties-label"">Variant:</th>
<td class=""properties-value""><span>Set</span></td>
</tr>
<tr class=""properties-row"">
<th class=""properties-label"">Product type:</th>
<td class=""properties-value""><span>Cases, top cases &amp; carriers</span></td>
</tr>
<tr class=""properties-row"">
<th class=""properties-label"">Color:</th>
<td class=""properties-value""><span>black</span></td>
</tr>
</tbody>
</table>
</div>
</div>
</div>",WUNDERLICH,Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Storage & Cargo > Motorcycle Bags & Panniers,Bags and Luggage,"",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,38500.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0695/8779/6042/files/WUNDERLICHSIDEBAGXBAG32LITERSSET2.jpg?v=1782814432,1,"",false,,,,,,,,,,waterproof; reflective; lockable,plastic; synthetic,built-in-compartments; external-pockets,saddlebag,,,handle,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,motorcycle,,,,,,kg,,,active
wunderlich-side-bag-x-bag-32-liters-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/WUNDERLICHSIDEBAGXBAG32LITERSSET1.jpg?v=1782814432,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wunderlich-side-bag-x-bag-32-liters-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/WUNDERLICHSIDEBAGXBAG32LITERSSET.jpg?v=1782814432,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wunderlich-side-bag-x-bag-32-liters-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/WUNDERLICHSIDEBAGXBAG32LITERSSET7.jpg?v=1782814433,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wunderlich-side-bag-x-bag-32-liters-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/WUNDERLICHSIDEBAGXBAG32LITERSSET6.jpg?v=1782814432,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wunderlich-side-bag-x-bag-32-liters-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/WUNDERLICHSIDEBAGXBAG32LITERSSET5.jpg?v=1782814432,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wunderlich-side-bag-x-bag-32-liters-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/WUNDERLICHSIDEBAGXBAG32LITERSSET4.jpg?v=1782814432,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wunderlich-side-bag-x-bag-32-liters-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/WUNDERLICHSIDEBAGXBAG32LITERSSET3.jpg?v=1782814432,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
